,player_name,medal_type,event_name,name_of_sport,medal_icon,country_flag
310,Australia,2, K4 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
311,Spain,3, K4 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
312,J.Daudet,1, Men ,Cycling BMX Racing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
313,S.Andre,2, Men ,Cycling BMX Racing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
314,R.Mahieu,3, Men ,Cycling BMX Racing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
315,S.Sakakibara,1, Women ,Cycling BMX Racing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
316,M.Veenstra,2, Women ,Cycling BMX Racing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
317,Z.Claessens,3, Women ,Cycling BMX Racing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CH.svg
318,K.Faulkner,1, Road Race (F) ,Cycling Road,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
319,M.Vos,2, Road Race (F) ,Cycling Road,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
320,L.Kopecky,3, Road Race (F) ,Cycling Road,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BE.svg
321,R.Evenepoel,1, Road Race (M) ,Cycling Road,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BE.svg
322,V.Madouas,2, Road Race (M) ,Cycling Road,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
323,C.Laporte,3, Road Race (M) ,Cycling Road,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
324,G.Brown,1, Time Trial (F) ,Cycling Road,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
325,A.Henderson,2, Time Trial (F) ,Cycling Road,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
326,C.Dygert,3, Time Trial (F) ,Cycling Road,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
327,R.Evenepoel,1, Time Trial (M) ,Cycling Road,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BE.svg
328,F.Ganna,2, Time Trial (M) ,Cycling Road,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
329,W.van Aert,3, Time Trial (M) ,Cycling Road,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BE.svg
330,E.Andrews,1, Keirin (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
331,H.van de Wouw,2, Keirin (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
332,E.Finucane,3, Keirin (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
333,H.Lavreysen,1, Keirin (M) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
334,M.Richardson,2, Keirin (M) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
335,M.Glaetzer,3, Keirin (M) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
336,Conso./Guazzini,1, Madison ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
337,Evans/Barker,2, Madison ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
338,vdDuin/VBelle,3, Madison ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
339,Oliveira/Leitão,1, Madison (M) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PT.svg
340,Consonni/Vivia.,2, Madison (M) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
341,Mørkøv/Larsen,3, Madison (M) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DK.svg
342,J.Valente,1, Omnium (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
343,D.Pikulik,2, Omnium (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PL.svg
344,A.Wollaston,3, Omnium (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
345,B.Thomas,1, Omnium (Cycling) (M) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
346,I.Leitão,2, Omnium (Cycling) (M) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PT.svg
347,F.Van Den Bossc,3, Omnium (Cycling) (M) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BE.svg
348,E.Andrews,1, Sprint (F) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
349,L.Friedrich,2, Sprint (F) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
350,E.Finucane,3, Sprint (F) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
351,H.Lavreysen,1, Sprint (M) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
352,M.Richardson,2, Sprint (M) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
353,J.Carlin,3, Sprint (M) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
354,USA,1, Team Pursuit (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
355,New Zealand,2, Team Pursuit (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
356,Great Britain,3, Team Pursuit (Cycling) (F) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
357,Australia,1, Team Pursuit (M) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
358,Great Britain,2, Team Pursuit (M) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
359,Italy,3, Team Pursuit (M) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
360,Great Britain,1, Team Sprint (F) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
361,New Zealand,2, Team Sprint (F) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
362,Germany,3, Team Sprint (F) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
363,Netherlands,1, Team Sprint (M) ,Cycling Track,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
364,Great Britain,2, Team Sprint (M) ,Cycling Track,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
365,Australia,3, Team Sprint (M) ,Cycling Track,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
366,H.Quan,1, Individual 10m Diving (F) ,Diving,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
367,Y.Chen,2, Individual 10m Diving (F) ,Diving,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
368,R.Kim Mi,3, Individual 10m Diving (F) ,Diving,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KP.svg
369,Y.Cao,1, Individual 10m Diving (M) ,Diving,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
370,R.Tamai,2, Individual 10m Diving (M) ,Diving,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
371,N.Williams,3, Individual 10m Diving (M) ,Diving,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
372,Y.Chen,1, Individual 3m Diving (F) ,Diving,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
373,M.Keeney,2, Individual 3m Diving (F) ,Diving,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
374,Y.Chang,3, Individual 3m Diving (F) ,Diving,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
375,S.Xie,1, Individual 3m Diving (M) ,Diving,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
376,Z.Wang,2, Individual 3m Diving (M) ,Diving,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
377,O.Olvera Ibarra,3, Individual 3m Diving (M) ,Diving,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MX.svg
378,Chang/Chen,1, Syn. 3m Springboard Diving (F) ,Diving,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
379,Bacon/Cook,2, Syn. 3m Springboard Diving (F) ,Diving,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
380,Harper/Mew,3, Syn. 3m Springboard Diving (F) ,Diving,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
381,Long/Wang,1, Syn. 3m Springboard Diving (M) ,Diving,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
382,Celaya/Olvera,2, Syn. 3m Springboard Diving (M) ,Diving,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MX.svg
383,Harding/Laugher,3, Syn. 3m Springboard Diving (M) ,Diving,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
384,Chen/Quan,1, Synchro 10m Platform Diving (F) ,Diving,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
385,Jo/Kim,2, Synchro 10m Platform Diving (F) ,Diving,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KP.svg
386,Spend.-S./Toul.,3, Synchro 10m Platform Diving (F) ,Diving,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
387,Yang/Lian,1, Synchro 10m Platform Diving (M) ,Diving,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
388,Daley/Williams,2, Synchro 10m Platform Diving (M) ,Diving,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
389,Wiens/Zsombor,3, Synchro 10m Platform Diving (M) ,Diving,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
390,J. von Bredow-W,1, Dressage Individual ,Equestrian,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
391,I.Werth,2, Dressage Individual ,Equestrian,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
392,C. Fry,3, Dressage Individual ,Equestrian,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
393,Germany,1, Dressage Team ,Equestrian,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
394,Denmark,2, Dressage Team ,Equestrian,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DK.svg
395,Great Britain,3, Dressage Team ,Equestrian,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
396,M. Jung,1, Eventing Individual ,Equestrian,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
397,C. Burton,2, Eventing Individual ,Equestrian,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
398,L. Collett,3, Eventing Individual ,Equestrian,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
399,Great Britain,1, Eventing Team ,Equestrian,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
400,France,2, Eventing Team ,Equestrian,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
401,Japan,3, Eventing Team ,Equestrian,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
402,C. Kukuk,1, Show Jumping Individual ,Equestrian,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
403,S. Guerdat,2, Show Jumping Individual ,Equestrian,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CH.svg
404,M. van der Vleu,3, Show Jumping Individual ,Equestrian,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
405,Great Britain,1, Show Jumping Team ,Equestrian,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
406,USA,2, Show Jumping Team ,Equestrian,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
407,France,3, Show Jumping Team ,Equestrian,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
408,M.W.V.Kong,1, Epee Singles (F) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HK.svg
409,A.Mallo,2, Epee Singles (F) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
410,E.Muhari,3, Epee Singles (F) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
411,K.Kano,1, Epee Singles (M) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
412,Y.Borel,2, Epee Singles (M) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
413,M.Elsayed,3, Epee Singles (M) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/EG.svg
414,Italy,1, Epee Team (Fencing) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
415,France,2, Epee Team (Fencing) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
416,Poland,3, Epee Team (Fencing) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PL.svg
417,Hungary,1, Epee Team (M) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
418,Japan,2, Epee Team (M) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
419,Czech Republic,3, Epee Team (M) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CZ.svg
420,L.Kiefer,1, Foil Singles (F) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
421,L.Scruggs,2, Foil Singles (F) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
422,E.Harvey,3, Foil Singles (F) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
423,K.L.Cheung,1, Foil Singles (M) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HK.svg
424,F.Macchi,2, Foil Singles (M) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
425,N.Itkin,3, Foil Singles (M) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
426,USA,1, Foil Team (F) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
427,Italy,2, Foil Team (F) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
428,Japan,3, Foil Team (F) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
429,Japan,1, Foil Team (Fencing) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
430,Italy,2, Foil Team (Fencing) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
431,France,3, Foil Team (Fencing) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
432,M.Brunet,1, Sabre Singles (F) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
433,S.Balzer,2, Sabre Singles (F) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
434,O.Kharlan,3, Sabre Singles (F) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UA.svg
435,S.Oh,1, Sabre Singles (M) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
436,F.Ferjani,2, Sabre Singles (M) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TN.svg
437,L.Samele,3, Sabre Singles (M) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
438,Ukraine,1, Sabre Team (F) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UA.svg
439,South Korea,2, Sabre Team (F) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
440,Japan,3, Sabre Team (F) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
441,South Korea,1, Sabre Team (M) ,Fencing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
442,Hungary,2, Sabre Team (M) ,Fencing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
443,France,3, Sabre Team (M) ,Fencing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
444,Spain,1, Men ,Football,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
445,France,2, Men ,Football,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
446,Morocco,3, Men ,Football,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MA.svg
447,USA,1, Women ,Football,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
448,Brazil,2, Women ,Football,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
449,Germany,3, Women ,Football,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
450,S.Scheffler,1, Men ,Golf,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
451,T.Fleetwood,2, Men ,Golf,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
452,H.Matsuyama,3, Men ,Golf,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
453,L.Ko,1, Women ,Golf,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
454,E.Henseleit,2, Women ,Golf,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
455,X.Lin,3, Women ,Golf,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
456,S.Biles,1, All-Around Gymnastics (F) ,Gymnastics,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
457,R.Andrade,2, All-Around Gymnastics (F) ,Gymnastics,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
458,S.Lee,3, All-Around Gymnastics (F) ,Gymnastics,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
459,S.Oka,1, All-Around Gymnastics (M) ,Gymnastics,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
460,B.Zhang,2, All-Around Gymnastics (M) ,Gymnastics,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
461,R.Xiao,3, All-Around Gymnastics (M) ,Gymnastics,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
462,A.D'Amato,1, Balance Beam Gymnastics (F) ,Gymnastics,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
463,Y.Zhou,2, Balance Beam Gymnastics (F) ,Gymnastics,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
464,M.Esposito,3, Balance Beam Gymnastics (F) ,Gymnastics,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
465,R.Andrade,1, Floor Exercise Gymnastics (F) ,Gymnastics,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
